Year,Agency,Component,No. of Full Grants,No. of Partial Grants/ Partial Denials,No. of Full Denials Based on Exemptions,Number of Full Denials Based on Reasons Other than Exemptions,Number of Full Denials Based on Reasons Other than Exemptions.1,Number of Full Denials Based on Reasons Other than Exemptions.2,Number of Full Denials Based on Reasons Other than Exemptions.3,Number of Full Denials Based on Reasons Other than Exemptions.4,Number of Full Denials Based on Reasons Other than Exemptions.5,Number of Full Denials Based on Reasons Other than Exemptions.6,Number of Full Denials Based on Reasons Other than Exemptions.7,Number of Full Denials Based on Reasons Other than Exemptions.8,Total
2012,U.S. DOL,OASAM,78.0,54.0,7.0,38,1,18,0,1,2,34,2,3,238.0
2012,U.S. DOL,OCIA,12.0,4.0,3.0,16,0,0,0,0,0,3,1,0,39.0
2012,U.S. DOL,ODEP,0.0,0.0,3.0,64,0,0,0,1,0,3,0,0,71.0
2012,U.S. DOL,OFCCP,47.0,83.0,10.0,107,30,9,38,4,4,12,17,0,361.0
2012,U.S. DOL,OIG,15.0,23.0,4.0,14,6,0,0,0,2,2,0,3,69.0
2012,U.S. DOL,OLMS,4.0,22.0,13.0,27,4,2,0,0,5,0,1,1,79.0
2012,U.S. DOL,OPA,0.0,0.0,15.0,13,0,0,0,0,0,0,0,0,28.0
2012,U.S. DOL,OSEC,2.0,8.0,0.0,6,0,0,0,0,0,0,0,3,19.0
2012,U.S. DOL,OSHA,625.0,4265.0,1039.0,1687,184,180,56,83,31,65,285,452,8952.0
2012,U.S. DOL,OWCP,168.0,34.0,23.0,106,0,3,10,7,7,12,20,20,410.0
2012,U.S. DOL,SOL,24.0,24.0,2.0,34,1,8,2,1,1,17,3,8,125.0
2012,U.S. DOL,VETS,128.0,102.0,4.0,152,3,10,0,1,1,10,4,64,479.0
2012,U.S. DOL,WB,0.0,0.0,0.0,7,0,0,0,0,0,0,0,1,8.0
2012,U.S. DOL,WHD,129.0,1233.0,255.0,770,10,56,0,1,12,7,159,69,2701.0
2012,US ADF,US ADF,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.0
2012,US RRB,OIG,1.0,0.0,0.0,2,0,0,0,0,0,0,0,0,3.0
2012,US RRB,RRB,67.0,7.0,4.0,8,0,0,4,0,0,0,0,0,90.0
2012,USAID,USAID,53.0,122.0,10.0,39,4,40,3,0,2,2,3,17,295.0
2012,USCCR,USCCR,4.0,6.0,0.0,2,0,1,0,0,6,2,0,0,21.0
2012,USDA,AMS,24.0,66.0,6.0,13,0,12,2,0,0,2,0,8,133.0
2012,USDA,APHIS,148.0,401.0,45.0,165,9,36,7,52,13,8,15,0,899.0
2012,USDA,ASCR,2.0,8.0,1.0,11,1,1,0,2,0,1,0,0,27.0
2012,USDA,DM,11.0,11.0,3.0,8,0,1,1,0,0,5,1,0,41.0
2012,USDA,FAS,14.0,5.0,0.0,6,1,6,2,0,0,4,2,0,40.0
2012,USDA,FNCS,58.0,118.0,19.0,32,9,8,1,4,0,6,0,0,255.0
2012,USDA,FS,1093.0,570.0,82.0,236,57,75,13,2,16,5,27,59,2235.0
2012,USDA,FSA,15396.0,409.0,166.0,176,263,67,76,39,16,13,16,19,16656.0
2012,USDA,FSIS,76.0,243.0,10.0,48,4,33,5,1,3,2,1,0,426.0
2012,USDA,GIPSA,11.0,20.0,3.0,11,0,3,1,0,0,0,1,0,50.0
2012,USDA,NAD,5.0,0.0,0.0,7,0,1,0,0,1,0,0,0,14.0
2012,USDA,NRCS,121.0,88.0,44.0,33,9,7,1,1,3,2,4,0,313.0
2012,USDA,OBPA,6.0,1.0,0.0,4,0,0,0,0,0,0,0,0,11.0
2012,USDA,OCFO,14.0,6.0,2.0,4,0,0,0,1,0,2,0,0,29.0
2012,USDA,OGC,3.0,9.0,2.0,5,0,7,1,0,0,0,0,0,27.0
2012,USDA,OIG,6.0,33.0,22.0,27,6,7,2,0,0,0,0,10,113.0
2012,USDA,OSEC/OCIO,52.0,43.0,1.0,11,2,32,0,1,1,1,0,0,144.0
2012,USDA,RD,40.0,32.0,1.0,12,0,4,1,0,0,0,1,0,91.0
2012,USDA,REE,64.0,25.0,2.0,13,2,4,2,2,3,10,0,0,127.0
2012,USDA,RMA,24.0,10.0,12.0,3,0,5,0,1,0,0,0,0,55.0
2012,USIBWC,USIBWC,11.0,1.0,0.0,2,0,0,0,0,0,0,0,0,14.0
2012,USITC,USITC,28.0,6.0,2.0,3,0,0,0,0,0,0,0,0,39.0
2012,USNRC,USNRC,82.0,87.0,8.0,49,1,15,12,2,0,3,0,34,293.0
2012,USPS,PS,383.0,233.0,336.0,156,0,16,40,23,175,3,18,142,1525.0
2012,USPS,OIG,25.0,163.0,17.0,46,0,17,0,1,25,99,3,167,563.0
2012,USPS,PIS,28.0,136.0,24.0,33,0,3,2,0,101,4,12,29,372.0
2012,USTDA,USTDA,6.0,2.0,0.0,5,0,1,0,0,0,0,0,0,14.0
2012,USTR,USTR,26.0,8.0,0.0,17,0,2,0,5,1,0,0,0,59.0
2012,VA,Admin,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,6.0
2012,VA,BVA,1.0,4.0,2.0,1,0,0,0,0,0,0,0,0,8.0
2012,VA,C&LA,0.0,0.0,0.0,26,1,0,0,0,0,0,1,0,28.0
2012,VA,CFM,26.0,20.0,6.0,8,0,0,3,0,1,0,6,0,70.0
2012,VA,GC,10.0,14.0,4.0,3,0,1,3,2,0,0,4,0,41.0
2012,VA,HRM,8.0,0.0,0.0,11,0,0,1,1,0,0,0,0,21.0
2012,VA,IG,53.0,202.0,27.0,16,5,9,1,3,1,7,5,0,329.0
2012,VA,Mgmt,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,2.0
2012,VA,NCA,72.0,15.0,1.0,125,2,1,0,2,5,1,0,0,224.0
2012,VA,OAL,113.0,57.0,3.0,12,0,9,0,3,1,0,13,0,211.0
2012,VA,OASHRA,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,3.0
2012,VA,OASP&IA,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1.0
2012,VA,ODASB,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1.0
2012,VA,ODASIA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,VA,ODI,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,VA,OF,2.0,10.0,0.0,0,0,0,2,4,1,0,2,0,21.0
2012,VA,OIT,40.0,12.0,8.0,53,7,12,3,13,10,15,17,2,192.0
2012,VA,ORM,5.0,6.0,4.0,2,0,0,0,1,0,0,0,0,18.0
2012,VA,OSDBU,1.0,7.0,0.0,4,0,1,3,0,1,0,0,0,17.0
2012,VA,OSP,0.0,2.0,8.0,1,1,0,0,0,2,0,0,0,14.0
2012,VA,P&P,2.0,1.0,0.0,1,0,0,0,0,0,0,0,0,4.0
2012,VA,PA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,VA,SEC,13.0,0.0,1.0,13,0,0,0,0,0,0,2,0,29.0
2012,VA,VBA,1103.0,2483.0,119.0,119,5,5,3,61,25,0,10,0,3933.0
2012,VA,VHA,8791.0,4666.0,4369.0,832,36,219,180,67,338,13,78,23,19612.0
2013,ABMC,ABMC,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,3.0
2013,ACUS,ACUS,2.0,1.0,0.0,16,0,0,0,0,0,0,0,0,19.0
2013,AFRH,AFRH,7.0,6.0,3.0,1,1,0,0,0,0,0,0,0,18.0
2013,BBG,BBG,13.0,13.0,3.0,10,0,0,1,0,5,0,0,0,45.0
2013,CEQ,CEQ,12.0,8.0,0.0,10,0,4,0,0,0,0,0,0,34.0
2013,CFPB,CFPB,49.0,78.0,17.0,28,4,15,5,3,2,8,0,0,209.0
2013,CFTC,CFTC,40.0,58.0,8.0,25,0,12,1,1,1,2,0,0,148.0
2013,CIA,CIA,462.0,1052.0,1951.0,127,119,10,29,174,236,0,0,465,4625.0
2013,CIGIE,CIGIE,1.0,12.0,1.0,11,5,1,0,0,0,0,0,0,31.0
2013,CNCS,CNCS,23.0,28.0,0.0,6,0,2,0,0,0,0,0,0,59.0
2013,CO,CO,12.0,3.0,2.0,7,9,0,1,0,0,2,0,0,36.0
2013,CPPBSD,CPPBSD,1.0,2.0,0.0,1,0,0,0,0,0,0,0,0,4.0
2013,CSB,CSB,23.0,3.0,18.0,3,0,7,0,0,0,0,3,0,57.0
2013,CSOSA,CSOSA,87.0,598.0,1.0,12,0,10,2,0,0,0,5,5,720.0
2013,DHS,CBP,1344.0,4891.0,58.0,3072,70,92,20,236,4435,79,289,49,14635.0
2013,DHS,CRCL,18.0,17.0,0.0,28,3,3,0,0,4,0,0,0,73.0
2013,DHS,FEMA,103.0,115.0,8.0,85,5,96,4,25,61,3,47,12,564.0
2013,DHS,FLETC,14.0,41.0,9.0,31,4,8,0,0,9,6,0,0,122.0
2013,DHS,I&A,2.0,14.0,6.0,35,5,1,0,3,8,4,0,0,78.0
2013,DHS,ICE,229.0,26867.0,503.0,1104,762,67,5,25,397,0,78,781,30818.0
2013,DHS,NPPD,2888.0,7833.0,13.0,2136,0,1,0,0,40,0,0,31,12942.0
2013,DHS,OIG,8.0,84.0,18.0,21,2,1,1,0,3,2,0,2,142.0
2013,DHS,OPS,10.0,12.0,1.0,16,4,0,0,0,0,2,0,0,45.0
2013,DHS,PRIV,49.0,149.0,49.0,70,107,11,2,221,97,24,8,53,840.0
2013,DHS,S&T,0.0,8.0,1.0,9,7,0,0,1,0,0,0,0,26.0
2013,DHS,TSA,104.0,188.0,103.0,93,6,71,1,126,122,6,9,22,851.0
2013,DHS,USCG,2271.0,192.0,49.0,294,1,223,7,8,2,12,39,0,3098.0
2013,DHS,USCIS,11774.0,79635.0,3515.0,16073,1133,94,234,0,9184,4706,12172,3,138523.0
2013,DHS,USSS,26.0,254.0,45.0,875,12,33,2,15,16,35,5,257,1575.0
2013,DNFSB,DNFSB,1.0,2.0,1.0,9,0,0,0,1,0,0,0,0,14.0
2013,DOC,BIS,11.0,5.0,8.0,6,0,1,5,2,0,0,0,0,38.0
2013,DOC,Census,17.0,20.0,31.0,60,1,71,23,2,27,2,13,23,290.0
2013,DOC,EDA,15.0,3.0,1.0,9,0,1,8,0,0,0,0,0,37.0
2013,DOC,ESA,4.0,0.0,0.0,3,0,0,0,0,1,0,0,0,8.0
2013,DOC,ITA,10.0,4.0,0.0,11,0,2,0,0,3,0,0,0,30.0
2013,DOC,MBDA,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,3.0
2013,DOC,NIST,51.0,31.0,2.0,22,3,6,12,3,3,75,11,2,221.0
2013,DOC,NOAA,153.0,81.0,18.0,33,7,43,28,21,16,8,20,13,441.0
2013,DOC,NTIA,15.0,21.0,0.0,22,4,11,22,17,0,0,4,0,116.0
2013,DOC,NTIS,4.0,0.0,0.0,2,0,0,2,0,0,0,0,0,8.0
2013,DOC,OIG,5.0,49.0,2.0,8,0,8,1,6,1,0,5,1,86.0
2013,DOC,OS,34.0,47.0,3.0,24,3,8,20,19,0,24,7,7,196.0
2013,DOC,PTO,91.0,69.0,7.0,36,6,2,23,5,69,5,6,0,319.0
2013,DoD,AF,1557.0,2058.0,162.0,714,40,341,121,96,84,78,306,726,6283.0
2013,DoD,AFRICOM,5.0,25.0,4.0,10,0,4,0,0,2,0,0,3,53.0
2013,DoD,ARMY,15853.0,6067.0,774.0,2497,4047,739,372,179,766,287,517,1217,33315.0
2013,DoD,ASBCA,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,3.0
2013,DoD,CENTCOM,7.0,125.0,21.0,40,86,22,0,1,1,6,4,8,321.0
2013,DoD,DCAA,28.0,36.0,6.0,14,17,0,1,0,0,5,0,0,107.0
2013,DoD,DCMA,25.0,63.0,0.0,15,3,17,6,2,21,12,6,51,221.0
2013,DoD,DeCA,126.0,28.0,2.0,12,4,6,3,1,2,0,0,0,184.0
2013,DoD,DFAS,149.0,31.0,9.0,16,7,10,1,6,15,12,1,4,261.0
2013,DoD,DIA,34.0,457.0,101.0,932,35,27,0,3,2,3,11,62,1667.0
2013,DoD,DISA,152.0,27.0,7.0,18,12,5,14,5,1,1,2,5,249.0
2013,DoD,DLA,3799.0,1062.0,7.0,86,38,126,27,16,26,12,27,125,5351.0
2013,DoD,DoD IG,21.0,161.0,117.0,43,3,31,0,8,12,54,15,31,496.0
2013,DoD,DoDEA,12.0,28.0,3.0,1,1,2,1,0,0,5,0,0,53.0
2013,DoD,DSS,15.0,19.0,1.0,46,7,2,0,3,2,0,0,0,95.0
2013,DoD,DTIC,65.0,1.0,4.0,25,62,6,0,3,0,0,1,0,167.0
2013,DoD,DTRA,20.0,59.0,2.0,18,4,8,9,0,4,4,4,5,137.0
2013,DoD,EUCOM,5.0,47.0,6.0,19,34,5,0,4,0,0,0,4,124.0
2013,DoD,JPRA,0.0,1.0,1.0,4,0,1,0,0,0,0,0,1,8.0
2013,DoD,NAVY,2059.0,4200.0,531.0,1111,1837,534,163,116,195,383,310,668,12107.0
2013,DoD,NGA,14.0,30.0,11.0,18,1,14,1,1,1,1,4,22,118.0
2013,DoD,NGB,3.0,12.0,4.0,9,16,7,11,6,4,0,2,5,79.0
2013,DoD,NORTHCOM,11.0,29.0,8.0,20,8,6,7,7,1,14,17,0,128.0
2013,DoD,NRO,17.0,64.0,11.0,43,4,4,8,16,19,0,0,0,186.0
2013,DoD,NSA,82.0,292.0,3325.0,134,4,30,27,11,22,7,82,44,4060.0
2013,DoD,OSD/JS,220.0,294.0,44.0,125,52,95,32,154,9,16,20,286,1347.0
2013,DoD,PACOM,5.0,22.0,10.0,12,6,1,0,0,1,0,0,3,60.0
2013,DoD,SOCOM,5.0,19.0,3.0,26,19,11,4,0,4,2,1,18,112.0
2013,DoD,SOUTHCOM,20.0,86.0,0.0,36,0,4,0,0,5,9,0,12,172.0
2013,DoD,STRATCOM,7.0,4.0,2.0,3,3,0,0,0,1,0,0,5,25.0
2013,DoD,TRANSCOM,18.0,21.0,2.0,5,3,4,0,0,0,0,0,8,61.0
2013,DoD,TRICARE,32.0,28.0,5.0,11,12,17,6,4,6,6,1,1,129.0
2013,DOE,BPA,58.0,19.0,0.0,8,2,16,0,0,2,0,1,0,106.0
2013,DOE,CBFO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2013,DOE,CH,26.0,6.0,0.0,9,4,12,3,0,0,6,0,0,66.0
2013,DOE,EMCBC,23.0,6.0,1.0,13,3,6,4,0,1,2,1,0,60.0
2013,DOE,GFO,177.0,37.0,1.0,13,0,6,7,1,8,2,1,0,253.0
2013,DOE,HQ,142.0,245.0,13.0,126,222,75,10,9,2,9,13,0,866.0
2013,DOE,ID,12.0,9.0,3.0,13,0,0,0,1,0,0,0,0,38.0
2013,DOE,NETL,3.0,13.0,1.0,7,0,2,1,0,0,1,1,0,29.0
2013,DOE,NNSA,105.0,29.0,1.0,58,8,16,4,3,2,7,0,0,233.0
2013,DOE,NR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2013,DOE,NRLFO,2.0,1.0,0.0,2,0,2,0,1,0,0,0,0,8.0
2013,DOE,ORO,133.0,12.0,0.0,29,16,3,0,0,5,6,3,0,207.0
2013,DOE,OSTI,1.0,0.0,0.0,2,0,0,0,3,0,0,0,0,6.0
2013,DOE,ROO,39.0,25.0,2.0,14,0,8,2,0,1,4,0,0,95.0
2013,DOE,SEPA,2.0,0.0,0.0,3,0,0,0,0,0,0,0,0,5.0
2013,DOE,SPR,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2.0
2013,DOE,SRO,27.0,1.0,3.0,6,2,1,0,0,0,1,1,0,42.0
2013,DOE,SWPA,4.0,0.0,0.0,2,1,0,0,0,0,0,0,0,7.0
2013,DOE,WAPA,11.0,6.0,0.0,3,0,1,1,0,0,1,0,0,23.0
2013,DOI,BIA,1044.0,460.0,44.0,214,35,27,58,15,30,4,6,19,1956.0
2013,DOI,BLM,330.0,284.0,23.0,89,42,33,22,13,16,6,23,58,939.0
2013,DOI,BOEM,29.0,17.0,0.0,9,5,4,0,0,1,0,1,28,94.0
2013,DOI,BOR,77.0,41.0,3.0,24,5,14,2,1,1,2,2,47,219.0
2013,DOI,BSEE,95.0,68.0,5.0,35,7,6,0,0,0,11,4,7,238.0
2013,DOI,FWS,597.0,204.0,28.0,87,21,12,7,7,4,8,13,254,1242.0
2013,DOI,NPS,374.0,234.0,37.0,64,5,31,23,4,8,1,6,23,810.0
2013,DOI,OIG,14.0,59.0,10.0,13,3,5,0,0,0,0,2,7,113.0
2013,DOI,OS,129.0,98.0,3.0,52,19,12,25,10,11,20,5,47,431.0
2013,DOI,OSM,26.0,5.0,0.0,11,0,10,2,1,0,1,2,5,63.0
2013,DOI,SOL,32.0,18.0,4.0,15,9,6,1,0,1,0,2,2,90.0
2013,DOI,USGS,101.0,16.0,4.0,26,4,6,2,1,0,0,2,6,168.0
2013,DOJ,Office of the AG,53.0,57.0,20.0,88,7,18,5,2,8,1,21,41,321.0
2013,DOJ,Office of the DAG,17.0,46.0,17.0,64,5,11,1,0,1,0,12,11,185.0
2013,DOJ,Office of the Assoc. AG,8.0,6.0,6.0,57,2,5,1,1,2,0,0,8,96.0
2013,DOJ,Antitrust,17.0,19.0,14.0,32,7,7,6,1,0,0,1,0,104.0
2013,DOJ,ATF,48.0,347.0,155.0,197,5,9,5,7,213,9,48,11,1054.0
2013,DOJ,BOP,9660.0,1600.0,190.0,571,113,196,552,331,1807,252,217,0,15489.0
2013,DOJ,Civil,179.0,48.0,25.0,104,4,22,17,3,7,2,11,7,429.0
2013,DOJ,Civil Rights,171.0,134.0,57.0,48,63,52,11,3,7,11,5,0,562.0
2013,DOJ,COPS,27.0,19.0,3.0,14,0,0,0,0,0,0,0,0,63.0
2013,DOJ,Criminal,28.0,70.0,150.0,91,42,109,0,33,171,33,13,215,955.0
2013,DOJ,CRS,3.0,2.0,0.0,8,0,0,0,0,0,4,0,0,17.0
2013,DOJ,DEA,102.0,695.0,242.0,308,6,33,48,60,127,18,69,16,1724.0
2013,DOJ,ENRD,22.0,38.0,0.0,23,1,4,0,2,0,1,0,3,94.0
2013,DOJ,EOIR,18714.0,360.0,35.0,5664,2,39,2,0,32,9,384,4,25245.0
2013,DOJ,EOUSA,377.0,699.0,866.0,692,149,21,112,357,897,131,61,105,4467.0
2013,DOJ,EOUST,6.0,11.0,4.0,15,0,0,3,1,33,5,0,0,78.0
2013,DOJ,FBI,245.0,1698.0,609.0,5003,10,150,643,1112,696,5,1244,164,11579.0
2013,DOJ,FCSC,2.0,6.0,0.0,11,0,1,0,0,0,0,0,0,20.0
2013,DOJ,JMD,69.0,12.0,1.0,12,9,10,2,2,0,0,3,0,120.0
2013,DOJ,NSD,29.0,15.0,11.0,21,10,0,0,6,18,33,2,0,145.0
2013,DOJ,OCDETF,3.0,3.0,13.0,25,0,0,0,0,6,0,0,0,50.0
2013,DOJ,OIG,51.0,110.0,31.0,104,1,2,0,0,6,1,4,0,310.0
2013,DOJ,OIP,105.0,41.0,2.0,46,2,4,9,23,239,1,11,286,769.0
2013,DOJ,OJP,111.0,149.0,10.0,80,19,17,1,0,0,0,4,0,391.0
2013,DOJ,OLA,23.0,12.0,5.0,18,3,12,0,0,2,0,5,9,89.0
2013,DOJ,OLC,12.0,18.0,11.0,30,0,2,0,0,0,2,0,1,76.0
2013,DOJ,OLP,5.0,34.0,3.0,16,1,0,0,0,5,0,4,7,75.0
2013,DOJ,OPR,28.0,18.0,33.0,44,5,0,0,0,16,0,1,0,145.0
2013,DOJ,OSG,25.0,34.0,4.0,39,0,4,0,2,0,0,0,0,108.0
2013,DOJ,OVW,7.0,31.0,0.0,9,1,3,0,0,0,0,0,0,51.0
2013,DOJ,Pardon Attorney,26.0,25.0,2.0,13,3,0,0,0,2,0,0,0,71.0
2013,DOJ,Public Affairs,4.0,7.0,2.0,10,3,2,0,0,1,0,1,4,34.0
2013,DOJ,PRAO,2.0,2.0,0.0,12,0,0,0,1,1,0,0,0,18.0
2013,DOJ,TAX,22.0,14.0,11.0,49,2,0,0,0,14,1,3,0,116.0
2013,DOJ,USMS,390.0,834.0,293.0,778,32,8,16,19,161,18,15,3,2567.0
2013,DOJ,USNCB,15.0,90.0,20.0,72,1,1,0,0,7,2,0,0,208.0
2013,DOJ,USPC,274.0,27.0,1.0,60,3,14,5,0,32,0,0,0,416.0
2013,DOT,FAA,3675.0,1141.0,62.0,1018,11,284,173,5,54,11,0,0,6434.0
2013,DOT,FHWA,179.0,45.0,12.0,85,19,3,6,5,2,16,31,13,416.0
2013,DOT,FMCSA,506.0,959.0,0.0,144,0,115,5,5,3,4,44,0,1785.0
2013,DOT,FRA,156.0,61.0,2.0,85,7,12,0,1,0,0,8,0,332.0
2013,DOT,FTA,105.0,91.0,2.0,66,0,6,0,0,0,0,0,1,271.0
2013,DOT,MARAD,69.0,22.0,0.0,28,0,7,1,0,6,0,3,0,136.0
2013,DOT,NHTSA,92.0,37.0,7.0,52,0,13,21,1,9,1,2,8,243.0
2013,DOT,OIG,9.0,42.0,12.0,12,0,7,0,0,4,7,1,13,107.0
2013,DOT,OST,78.0,84.0,2.0,73,0,12,0,0,1,3,4,70,327.0
2013,DOT,PHMSA,89.0,16.0,3.0,17,2,7,8,0,2,1,6,0,151.0
2013,DOT,RITA,16.0,3.0,0.0,6,0,0,0,0,1,0,0,0,26.0
2013,DOT,SLSDC,0.0,4.0,0.0,3,0,0,0,0,0,0,0,0,7.0
2013,ED,FSA,90.0,66.0,3.0,36,1,22,1,5,6,3,1,0,234.0
2013,ED,IES,5.0,20.0,0.0,5,15,1,0,0,0,0,0,0,46.0
2013,ED,IES-NAGB,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2013,ED,M,50.0,72.0,3.0,35,5,12,0,2,0,0,3,0,182.0
2013,ED,OCFO,2.0,0.0,0.0,2,0,0,0,0,0,0,0,0,4.0
2013,ED,OCFO-CAM,10.0,32.0,0.0,4,0,2,0,0,0,0,0,0,48.0
2013,ED,OCIO,2.0,3.0,1.0,0,0,1,0,0,0,0,0,0,7.0
2013,ED,OCO,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2013,ED,OCR,19.0,54.0,1.0,11,0,2,0,1,0,0,1,0,89.0
2013,ED,OCR-1 Boston,12.0,97.0,12.0,6,0,2,0,2,0,0,0,0,131.0
2013,ED,OCR-2 New York,45.0,56.0,11.0,3,5,12,0,0,0,0,7,0,139.0
2013,ED,OCR-3 Philadelphia,24.0,55.0,1.0,6,0,4,0,0,0,0,0,0,90.0
2013,ED,OCR-4 Atlanta,14.0,20.0,12.0,2,7,1,0,0,0,0,2,0,58.0
2013,ED,OCR-5 Chicago,93.0,40.0,9.0,5,1,4,0,0,0,0,0,0,152.0
2013,ED,OCR-6 Dallas,26.0,51.0,17.0,1,0,5,2,3,0,0,2,0,107.0
2013,ED,OCR-7 Kansas City,7.0,11.0,8.0,0,0,0,0,0,0,0,0,0,26.0
2013,ED,OCR-8 Denver,1.0,15.0,14.0,0,0,5,0,0,0,0,0,0,35.0
2013,ED,OCR-9 San Francisco,21.0,50.0,14.0,0,0,5,0,1,0,0,0,0,91.0
2013,ED,OCR-10 Seattle,16.0,61.0,0.0,8,0,1,0,2,0,0,0,0,88.0
2013,ED,OCR-12 Cleveland,11.0,8.0,6.0,1,0,2,2,1,0,0,0,0,31.0
2013,ED,OCR-Metro D.C.,9.0,59.0,17.0,2,0,6,0,0,0,0,0,0,93.0
2013,ED,ODS,4.0,2.0,0.0,0,0,2,0,0,0,0,0,0,8.0
2013,ED,OELA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2013,ED,OESE,25.0,65.0,0.0,6,0,5,0,0,0,1,0,0,102.0
2013,ED,OGC,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,3.0
2013,ED,OIG,11.0,34.0,14.0,11,0,2,0,1,0,0,0,0,73.0
2013,ED,OII,6.0,16.0,0.0,3,0,2,0,1,0,0,1,0,29.0
2013,ED,OLCA,4.0,1.0,0.0,1,0,0,0,0,0,0,0,0,6.0
2013,ED,OM,18.0,28.0,1.0,5,4,2,3,0,0,0,0,0,61.0
2013,ED,OM-PIRMS,19.0,197.0,0.0,12,19,3,0,37,0,2,5,0,294.0
2013,ED,OPE,13.0,61.0,1.0,8,1,5,0,0,0,0,0,0,89.0
2013,ED,OPEPD,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,5.0
2013,ED,OS,1.0,2.0,0.0,2,0,6,0,0,0,0,0,0,11.0
2013,ED,OSDFS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2013,ED,OSERS,8.0,42.0,0.0,7,0,24,1,0,0,0,1,0,83.0
2013,ED,OUS,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2013,ED,OVAE,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2013,EEOC,ATLANTA,0.0,1207.0,48.0,9,3,9,0,0,12,2,46,97,1433.0
2013,EEOC,BIRMINGHAM,13.0,988.0,196.0,13,1,10,0,6,4,4,32,43,1310.0
2013,EEOC,CHARLOTTE,13.0,1134.0,59.0,4,20,10,0,1,1,1,16,32,1291.0
2013,EEOC,CHICAGO,50.0,698.0,139.0,7,3,2,4,0,20,2,9,46,980.0
2013,EEOC,DALLAS,26.0,1410.0,156.0,3,0,13,0,0,4,0,17,29,1658.0
2013,EEOC,HOUSTON,9.0,778.0,68.0,9,1,4,7,0,20,0,25,23,944.0
2013,EEOC,INDIANAPOLIS,24.0,1741.0,123.0,67,37,11,0,6,43,1,63,50,2166.0
2013,EEOC,LOS ANGELES,18.0,425.0,340.0,191,1,0,2,0,0,0,1,33,1011.0
2013,EEOC,MEMPHIS,19.0,549.0,42.0,3,0,7,12,1,13,0,9,23,678.0
2013,EEOC,MIAMI,127.0,1210.0,361.0,37,9,9,0,0,116,2,26,155,2052.0
2013,EEOC,NEW YORK,32.0,385.0,135.0,60,0,2,0,1,37,0,34,232,918.0
2013,EEOC,OLC/HDQ,100.0,36.0,147.0,53,22,8,7,7,48,2,36,0,466.0
2013,EEOC,PHILADELPHIA,6.0,965.0,131.0,1,59,27,0,7,0,0,80,194,1470.0
2013,EEOC,PHOENIX,21.0,355.0,92.0,5,19,1,0,3,32,1,39,7,575.0
2013,EEOC,SAN FRANCISCO,32.0,449.0,112.0,86,0,0,0,0,20,0,11,15,725.0
2013,EEOC,ST. LOUIS,165.0,929.0,67.0,4,0,0,0,0,15,0,2,6,1188.0
2013,EEOC,WFO,1.0,115.0,25.0,4,14,5,0,0,6,0,18,2,190.0
2013,EPA,HQ,870.0,201.0,54.0,170,3,174,32,13,13,13,113,0,1656.0
2013,EPA,Region 1,123.0,28.0,0.0,68,0,13,0,0,0,0,7,0,239.0
2013,EPA,Region 2,473.0,10.0,0.0,836,1,39,4,78,15,3,62,0,1521.0
2013,EPA,Region 3,734.0,10.0,2.0,222,0,39,12,0,0,0,11,0,1030.0
2013,EPA,Region 4,345.0,81.0,2.0,308,2,70,25,4,0,4,34,0,875.0
2013,EPA,Region 5,678.0,65.0,3.0,502,0,61,4,7,2,1,23,0,1346.0
2013,EPA,Region 6,279.0,30.0,2.0,194,1,39,4,0,2,12,18,0,581.0
2013,EPA,Region 7,344.0,19.0,1.0,124,1,39,1,1,5,0,9,0,544.0
2013,EPA,Region 8,187.0,21.0,2.0,70,2,30,3,4,2,0,21,0,342.0
2013,EPA,Region 9,264.0,46.0,3.0,220,1,22,18,6,1,1,7,0,589.0
2013,EPA,Region 10,251.0,41.0,0.0,58,2,40,8,1,2,0,5,0,408.0
2013,Ex-Im Bank,HQ,16.0,20.0,4.0,4,0,3,4,0,0,0,0,0,51.0
